subject_order,subject,category,question_number,difficulty,question,option_a,option_b,option_c,option_d,correct_option
2,Physics,Science,3,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,4,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,5,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,6,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,7,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,8,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,9,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,10,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,11,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,12,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,13,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,14,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,15,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,16,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,17,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,18,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,19,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,20,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,21,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,22,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,23,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,24,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,25,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,26,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,27,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,28,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,29,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,30,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,31,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,32,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,33,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,34,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,35,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,36,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,37,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,38,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,39,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,40,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,41,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,42,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,43,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,44,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,45,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,46,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,47,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,48,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,49,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,50,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,51,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,52,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,53,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,54,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,55,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,56,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,57,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,58,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,59,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,60,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,61,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,62,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,63,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,64,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,65,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,66,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,67,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,68,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,69,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,70,Easy,"[Easy] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,71,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,72,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,73,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,74,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,75,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,76,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,77,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,78,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,79,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,80,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,81,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,82,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,83,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,84,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,85,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,86,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,87,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,88,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,89,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,90,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,91,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,92,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,93,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,94,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,95,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,96,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,97,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,98,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,99,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,100,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,101,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,102,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,103,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,104,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,105,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,106,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,107,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,108,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,109,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,110,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,111,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,112,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,113,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,114,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
2,Physics,Science,115,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
2,Physics,Science,116,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
2,Physics,Science,117,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
2,Physics,Science,118,Medium,"[Medium] In Physics, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
